HOME_PURCHASE_STATUS,DEVICE_TYPE,USER_VISIT_TYPE,YEAR_BUILT,Q2B_DENSITY,RESIDENCE_TYPE,CONSTRUCTION_TYPE,REPLACEMENT_AMOUNT_NUMBER,SQUARE_FOOTAGE,Type,TOTAL_RPA,TOTAL_RPU,TOTAL_REVENUE,UNIQUE_PURCHASE_CLICKS,UNIQUE_BRIDGE_CLICKS,IS_SITE_APPLICANT,IS_SITE_CUSTOMER
Rent,Desktop,New,1988,0.33781590683489354,Apartment,Masonry,253322.50657488528,2083.712249731791,link click,63.313636358717524,76.1334435511717,158.88929996268405,1,1,No,No
Own,Desktop,New,1975,0.1673066699015212,Apartment,Mixed,329772.41170543147,1927.5848831781902,link click,30.152897894626946,261.4571177976314,175.28487792733515,3,1,No,No
Own,Mobile,Returning,1963,0.3758111878365729,Apartment,Brick,376817.4238471977,2176.8897690059935,link click,109.83166214193518,175.46670646783454,62.53053172782718,1,4,Yes,No
Other,Mobile,Returning,1989,0.7017734972511342,Single Family,Masonry,265351.8283265991,2353.488191269936,link click,116.6475632666117,95.9254424705742,252.95643220702217,1,4,No,Yes
Own,Mobile,New,1985,0.7580419457424965,Apartment,Masonry,343184.30136782327,2747.1532176198734,link click,341.70668266676273,457.6630394295176,177.0859560968995,2,4,No,Yes
Rent,Mobile,New,2014,0.4247537732179866,Single Family,Brick,305417.99651830515,2681.487457290544,link click,178.1147574873913,211.84235958317262,148.8954879153574,2,1,No,No
Own,Mobile,New,1978,0.24630907807148988,Townhome,Frame,445093.2708853393,2987.210514254888,link click,367.8476164778783,123.27100194618282,64.62689010377292,4,1,Yes,Yes
Own,Desktop,Returning,2014,0.8003696858345841,Single Family,Masonry,234617.60916803993,1742.760563350521,link click,19.251187469776394,121.3934589640263,691.3199986176062,1,3,No,No
Rent,Mobile,New,1957,0.4677785503294851,Apartment,Masonry,464401.225710652,3216.9837664760717,link click,621.2258097427749,221.11080108753694,138.12261168610507,3,4,Yes,Yes
Rent,Mobile,New,1949,0.5499000133103332,Condo,Brick,285990.1387821988,1180.407906345526,link click,20.271780419947508,82.60397984589272,76.27130690184845,1,3,Yes,Yes
Own,Mobile,Returning,1959,0.807324857521721,Single Family,Frame,223163.29797590358,1678.0166888450076,link click,26.196867689761024,171.47857919395852,88.44872860785637,0,2,No,No
Rent,Mobile,Returning,2009,0.6671582446765089,Single Family,Frame,406549.981532796,3242.755352143012,link click,359.07193759415617,214.13554840309044,300.1375479583668,0,4,Yes,Yes
Own,Mobile,New,2001,0.6265736992758202,Townhome,Masonry,276057.0730659356,1617.7843541536292,link click,311.2555814037724,122.23494319684184,220.03182705321603,1,2,No,No
Rent,Desktop,New,2003,0.23846001128979205,Condo,Brick,345812.4867845458,2392.5180136931995,link click,73.7998295582254,84.14326923837713,235.1844904771706,0,3,Yes,Yes
Own,Mobile,Returning,1974,0.6017295985722187,Single Family,Frame,197113.55823388507,1577.0020393626037,link click,55.234901154447684,114.35344359153211,243.3514514716347,0,0,No,No
Own,Mobile,New,2015,0.5299757755405249,Single Family,Frame,288032.62621539284,1993.5484494846123,link click,73.96385625186016,130.21318332355213,239.0930904299675,1,2,Yes,Yes
Rent,Mobile,New,1949,0.4051025270450474,Townhome,Mixed,346521.6246175533,2189.9137834233466,link click,21.162003269055845,79.83830950093522,308.4987245313135,1,2,No,No
Own,Mobile,New,1987,0.8764456895843513,Single Family,Masonry,308935.850818376,2214.819392060879,link click,186.68395946425665,246.94461490895083,399.7205275759732,1,6,Yes,No
Own,Mobile,Returning,1999,0.3004012214825024,Condo,Brick,244105.61826072933,1652.6482390390952,link click,34.9672603074994,152.6698324646419,211.50379658609236,0,2,No,Yes
Own,Desktop,New,1953,0.1416172745225434,Single Family,Masonry,387450.8368905938,2742.464564529548,link click,139.38102898687924,134.47881382316473,273.25491375464185,2,5,Yes,No
Rent,Mobile,Returning,1972,0.4071352881392306,Single Family,Frame,304444.9685046864,2402.3427716145666,link click,71.24689015424573,36.144560804038555,223.18135201192797,0,2,Yes,No
Rent,Mobile,New,2000,0.8181095018590004,Condo,Masonry,244864.776720735,1601.9475933172703,link click,35.14001365653662,31.681723577769546,90.44380112727082,0,2,Yes,Yes
Own,Mobile,New,1985,0.390850420526228,Condo,Frame,431421.5759923038,2769.8631362105098,link click,403.7572256509202,452.61407054429367,385.5918755363054,2,8,Yes,Yes
Own,Desktop,Returning,2008,0.6213898134663318,Condo,Brick,386494.7551074794,2557.016358935699,link click,61.81340754747839,576.3960384103257,100.62566090768296,2,5,Yes,Yes
Own,Desktop,Returning,1958,0.5368782298651202,Single Family,Frame,396101.23484450596,2909.306633402134,link click,133.44522475949805,118.77737709860699,55.57827783292902,4,6,Yes,No
Own,Mobile,Returning,2004,0.6737614615161884,Townhome,Masonry,344677.51437595417,2914.1116869465764,link click,43.18145594809139,96.44272909600767,307.2266298683704,4,3,Yes,Yes
Rent,Desktop,New,1962,0.6660657139408485,Single Family,Frame,328250.01888765354,2858.3698958755003,link click,21.927706028775383,103.92134393139484,99.244545510224,1,1,Yes,Yes
Own,Mobile,New,2007,0.373544376809678,Single Family,Frame,341044.75308872433,2183.9468002725143,link click,37.83960185334157,21.379514517503655,1161.942925047347,2,5,Yes,No
Rent,Desktop,Returning,1997,0.3829807017514063,Single Family,Mixed,436194.5703316443,2818.1016927771284,link click,103.44493606039372,146.9396179968602,457.96258454611785,0,3,Yes,Yes
Own,Mobile,Returning,1953,0.7898996091968781,Apartment,Masonry,455827.287794298,3145.2919524882886,link click,145.7803976226922,260.07183057669977,52.07226902232236,2,3,Yes,Yes
Other,Desktop,New,2007,0.49840925400099,Single Family,Masonry,283971.09876067616,2164.291486325261,link click,331.3428138476676,178.0034920420705,60.53676376396778,1,2,Yes,No
Own,Desktop,Returning,1984,0.4837134241147505,Single Family,Frame,347898.16680109967,2181.464693584723,link click,184.03460534072943,305.8854191713876,116.0781089111096,1,1,Yes,Yes
Own,Mobile,New,1993,0.34903769853342625,Townhome,Brick,440195.4204639316,3311.418392166406,link click,264.00309843028924,320.5264304375722,401.8448375264402,2,5,Yes,No
Rent,Mobile,Returning,2016,0.6783340084021455,Single Family,Mixed,348024.7334259269,2460.6500346366956,link click,147.42674103205707,68.26654013224001,666.7477776263088,1,2,No,No
Rent,Desktop,Returning,2011,0.6705805223851579,Apartment,Frame,331387.159890023,2473.5526787217914,link click,13.742173932473468,105.48177804175538,64.91435343118982,2,1,No,Yes
Own,Mobile,New,1999,0.2909982049968396,Single Family,Frame,350325.09939121205,2395.229924332649,link click,254.12306156370568,117.72384096853034,108.39658585090167,1,6,Yes,No
Own,Mobile,New,1992,0.703241015875829,Single Family,Masonry,240403.26562002738,1687.1381473693189,link click,130.21626054441245,32.286274309916344,92.71357628411721,2,2,No,No
Own,Mobile,Returning,2006,0.3225550367271309,Single Family,Frame,247903.22400404752,1501.1040013424931,link click,314.7225115908944,164.00300013506882,130.98862406233584,3,5,Yes,No
Own,Mobile,Returning,1947,0.281725261310501,Condo,Frame,365041.7485124727,2211.77887828646,link click,39.49866727830801,81.13536787741475,269.62233839049463,1,4,Yes,No
Own,Mobile,New,1995,0.13693989192018124,Single Family,Frame,278088.1894046888,1965.7838651368536,link click,33.75652571437077,396.9112048277998,247.56969800919566,1,2,No,No
Rent,Mobile,New,1969,0.32577636889960426,Townhome,Frame,207402.79146256892,1451.7266085160927,link click,110.389604179031,266.1142481622867,12.182697520783213,0,0,No,No
Rent,Mobile,Returning,2006,0.7042504329055393,Single Family,Frame,269056.62679265253,1850.0011638447043,link click,61.261990228775694,550.3672585000592,253.3912298423435,1,2,No,No
Own,Desktop,Returning,2003,0.255277345883278,Townhome,Masonry,231200.34600209788,1908.5736435642143,link click,45.674288863127515,61.24834059386483,228.2234260347386,0,4,No,Yes
Rent,Desktop,Returning,1979,0.20723844784147244,Condo,Brick,290692.53113872826,1957.5175244681195,link click,115.59229398255846,186.66749216386268,64.90836033483696,3,6,Yes,No
Own,Desktop,New,1983,0.4924190657850745,Apartment,Frame,281984.92981678696,2442.77971320932,link click,296.3639930004792,177.54655877495324,394.5456689122062,2,5,Yes,No
Own,Desktop,Returning,2017,0.5655212954853234,Townhome,Brick,171032.5374074885,1409.449025376756,link click,46.34727893004716,120.36301548372704,250.26826181250917,1,1,Yes,No
Own,Desktop,New,2001,0.485023890663924,Townhome,Masonry,250144.013670468,1984.918933139652,link click,40.083215124197,46.25237020299712,707.1357053503709,1,5,Yes,Yes
Own,Mobile,Returning,1945,0.6731414851055452,Single Family,Frame,417047.0567301758,2932.5701526580174,link click,261.96993127870763,137.1212850175183,162.1544338851964,2,11,Yes,Yes
Own,Desktop,Returning,1964,0.40935961470416443,Single Family,Masonry,288612.7213884872,2300.259723753273,link click,242.24117210486858,169.00998902525737,70.37029721075152,0,4,No,Yes
Own,Mobile,New,1955,0.3794532958820067,Townhome,Frame,512724.26585673017,3438.9057095863977,link click,841.641431632799,260.45990380213937,2623.4094635086494,5,5,Yes,Yes
Own,Mobile,New,2005,0.28953595332664517,Condo,Frame,312012.0459297114,2447.9208447733563,link click,19.46340113172332,256.745050743969,199.950048152139,0,6,Yes,Yes
Own,Mobile,New,1963,0.6565545095690988,Single Family,Frame,355749.5285524661,2687.8777399349174,link click,72.85689215461775,307.2838704864653,211.83317662948443,2,2,Yes,No
Own,Desktop,New,1977,0.4141779962633159,Apartment,Frame,202821.1701199381,1308.8417046403333,link click,178.77386276695907,48.822113940760396,68.20574059448353,0,5,No,No
Own,Mobile,Returning,2003,0.6117866516950018,Single Family,Frame,159077.4467163501,2171.951850854382,link click,126.51292238169972,154.26786634768925,86.42799212217369,0,1,No,No
Own,Mobile,Returning,1972,0.6674414583570247,Townhome,Frame,278906.40153635835,1480.6799741819127,link click,59.26862515533244,118.20873159225859,54.973334970627356,1,5,No,No
Rent,Desktop,New,1950,0.7884980210766666,Apartment,Frame,370097.3352997282,2604.4019026699434,link click,47.0379691045935,79.25085632757559,115.22757423160783,1,1,No,Yes
Rent,Mobile,Returning,1992,0.6627461766615339,Single Family,Frame,365123.19486100227,2528.450856418238,link click,157.61369167833655,388.16588485680944,70.49666629957062,1,6,Yes,No
Own,Mobile,Returning,1957,0.5330043743095378,Single Family,Frame,326019.8681646778,2620.130522273068,link click,36.44498564294848,111.02587170007506,192.94688445596,1,2,Yes,Yes
Own,Mobile,New,1959,0.42822767745431156,Single Family,Frame,238422.623319478,1039.887413192981,link click,46.01545960832632,56.73412353245574,273.87312178017606,1,1,Yes,No
Own,Desktop,New,2007,0.34251248839081483,Townhome,Brick,163929.3691050397,765.042816836135,link click,30.11083497110521,76.99940125003701,124.15299452377172,0,2,No,No
Other,Mobile,New,2012,0.34026404935149196,Townhome,Frame,232400.72831489102,1713.9607459046706,link click,64.72829736962204,76.71282699423018,195.02873032249053,1,0,Yes,Yes
Own,Mobile,Returning,1955,0.3680611470756342,Single Family,Frame,436180.09410811425,2461.522439014916,link click,688.8907090201012,418.2937915480223,176.549132695367,1,4,Yes,Yes
Own,Desktop,New,2000,0.6229417307575721,Apartment,Brick,276658.28535930044,1973.619770015399,link click,282.2655830576462,225.68925261407713,77.23193784496428,1,2,No,No
Rent,Mobile,Returning,2007,0.30060551097686616,Townhome,Frame,196450.06976675507,1052.9383638824904,link click,57.59312205151321,250.21548015654471,100.78679272691963,0,2,Yes,No
Own,Desktop,Returning,1983,0.41383992917668366,Townhome,Frame,257627.47450808962,1708.8005849295903,link click,50.79101159545693,122.74365546580322,171.47679228224015,0,2,Yes,Yes
Own,Desktop,Returning,1971,0.3989799046398551,Single Family,Frame,389884.65089026117,2518.269347568209,link click,96.62193900494056,219.59137883616532,394.6436663571435,6,3,Yes,Yes
Other,Mobile,New,1965,0.5992422841486758,Apartment,Brick,379067.5401995379,2367.8664469424143,link click,52.743419607425835,43.94743499948484,143.10353576173745,1,1,Yes,No
Own,Mobile,Returning,1982,0.4015203811937041,Condo,Frame,376253.3325242313,2601.1046010720347,link click,117.86707650223232,108.94157702105437,273.64730152046195,0,4,Yes,Yes
Own,Mobile,New,1974,0.4274489574494724,Single Family,Mixed,318479.7156140474,2300.4866344064894,link click,272.5586126785269,126.342726726977,157.95269809365826,1,1,No,Yes
Own,Desktop,New,2004,0.19461194119660802,Single Family,Frame,345855.204722816,2615.6438014500663,link click,171.76859570138552,138.25848887478122,177.33171082800638,5,7,Yes,Yes
Own,Mobile,New,2006,0.48979371158942303,Apartment,Masonry,228496.9090466622,1891.0456836627468,link click,38.57882083243321,142.3678578349282,365.12596690274245,1,3,No,No
Own,Desktop,Returning,2020,0.4750904224101988,Single Family,Frame,307089.36661750736,1707.7203529792882,link click,337.69183678778234,321.52751957560366,381.3403499708319,1,6,No,Yes
Own,Desktop,New,2021,0.5373392655906918,Condo,Masonry,409622.73618000373,3207.1686383670017,link click,262.7145526125997,70.79844599695156,553.5762035796625,4,6,Yes,No
Rent,Mobile,New,2017,0.2152669234509682,Apartment,Frame,407972.45024305896,3180.549939702184,link click,86.0354044004474,40.14770939593979,76.14430532708892,0,3,Yes,No
Own,Desktop,Returning,1949,0.6366722565967446,Single Family,Frame,263196.6769720707,2123.2461745706673,link click,91.06120265040231,123.4631585815228,43.23082659343671,0,4,No,Yes
Own,Mobile,New,1998,0.4611503656261292,Condo,Frame,372787.8135145543,2015.2175640262683,link click,157.13388530627734,109.5258647023251,176.0925529948368,4,4,Yes,No
Own,Desktop,New,2001,0.6306808840350697,Single Family,Brick,284540.57155683974,1740.311627804349,link click,338.647456002825,240.59261609838646,196.8676365416324,1,1,No,No
Own,Mobile,New,1979,0.5797729038934019,Condo,Frame,386447.80577520595,2839.0543771195344,link click,101.6933089411697,626.6996038251856,1183.5399931277068,5,2,Yes,Yes
Own,Desktop,Returning,1951,0.956628594287485,Condo,Brick,364915.990485155,2369.50661566634,link click,176.59293575575074,212.90632753664335,204.0252799642703,2,2,Yes,No
Other,Mobile,New,2021,0.3065586788385146,Apartment,Mixed,402231.7934096813,2243.4839524830004,link click,112.95278012401396,199.15698258983554,238.88690380596617,0,4,Yes,No
Own,Mobile,Returning,1979,0.8857539708556552,Condo,Frame,477076.9112148647,3523.477678198582,link click,74.832786803076,293.8554612441739,372.3072144648888,1,10,Yes,No
Own,Mobile,Returning,1969,0.32831195899790877,Single Family,Frame,355534.26354676625,2041.45793376749,link click,504.3128838222281,69.65734102502392,184.61124990599734,0,8,No,No
Own,Mobile,Returning,1970,0.6214145521636485,Condo,Frame,401073.1373668626,2790.7231785376507,link click,100.88988580399345,175.11934755095348,22.101003272994244,2,4,Yes,Yes
Own,Mobile,Returning,1956,0.19954353895291926,Condo,Brick,341941.93741352594,1983.5353819869163,link click,526.7212359688884,592.6550785967888,109.07608092526247,3,4,Yes,Yes
Own,Desktop,Returning,2020,0.6320025185979404,Condo,Brick,358812.1941107656,2308.2713498819066,link click,167.96822595664526,186.34803039741846,436.77689588596365,1,5,Yes,No
Own,Mobile,New,1991,0.6503800622708479,Single Family,Frame,210638.05548527947,1930.497224522861,link click,83.8916829606424,181.9774899397697,116.43093829397334,0,1,No,No
Own,Mobile,New,2015,0.5731852869131762,Apartment,Brick,296511.82659441093,2456.7930313067327,link click,179.78229245984576,56.702974414307725,68.40164699399222,0,0,Yes,Yes
Rent,Mobile,Returning,1954,0.36627890781737016,Single Family,Masonry,396097.33491923404,2383.2028310082683,link click,29.269378612391563,35.51875495268951,418.92762709458526,2,1,Yes,Yes
Own,Mobile,Returning,1960,0.36388014045699957,Single Family,Frame,271127.0981789513,1961.294237527337,link click,73.04679522272379,340.1884588593525,354.6326946428453,2,4,Yes,No
Rent,Desktop,New,2020,0.5314909319755807,Condo,Brick,365791.97845501057,2310.1302919917603,link click,154.07674932732084,165.70611835810692,149.70743741892298,0,1,No,Yes
Own,Desktop,New,2014,0.5512302759869556,Single Family,Frame,411455.61480309034,3242.3946376688486,link click,245.28712453439672,237.17011657132485,149.25973959784417,3,4,No,No
Rent,Desktop,Returning,1981,0.5953758857950322,Single Family,Brick,352689.56233125174,2171.2150771980237,link click,149.50946591651783,354.1090968595128,154.09595052022345,0,3,Yes,Yes
Own,Mobile,New,1975,0.36284673684755575,Townhome,Brick,408961.033581834,2703.950867168337,link click,43.55142868723293,308.120304554316,225.43073894849476,2,1,Yes,No
Rent,Desktop,Returning,2016,0.6538676299110253,Apartment,Brick,364897.0531664685,2576.496740118798,link click,229.54090143801685,679.0815111735658,437.68907362277986,2,4,Yes,Yes
Rent,Desktop,Returning,2000,0.4001194011128895,Apartment,Brick,371937.80778095074,2533.50894915652,link click,319.9017096859121,350.4499419558387,173.58496652236684,0,3,No,Yes
Rent,Mobile,New,1965,0.46343987348328863,Single Family,Mixed,303495.81733101,2492.295634665909,link click,126.59017142763771,29.957811031945987,103.29133863618594,3,3,No,No
Own,Desktop,New,2011,0.37546445143951634,Apartment,Frame,297200.8783825333,1604.0764771999247,link click,249.71739720319957,238.0918389063986,84.11502571791426,1,2,No,No
Own,Mobile,Returning,1996,0.5859101932837458,Apartment,Masonry,369260.3050965001,2297.612332049829,link click,463.83409402430493,358.2675305996672,189.9558602636274,2,5,No,Yes
Own,Mobile,New,2001,0.5320663465796578,Single Family,Brick,353654.65958474873,2236.6585208328243,link click,104.96794252552876,181.6501597753803,141.86524712165365,1,5,No,No
Own,Desktop,New,1970,0.3229703263529957,Townhome,Brick,334477.58340643725,2284.3174541886438,link click,92.22940952651095,115.89244577723898,176.30576520776725,2,0,Yes,No
Rent,Mobile,Returning,1994,0.44238814324533,Condo,Brick,256631.39213981054,1969.739637494549,link click,270.1510659527401,57.152666064873685,75.89562276389447,0,2,Yes,No
Rent,Mobile,New,1954,0.4312283492553505,Townhome,Masonry,453536.3718587853,3451.4590528708986,link click,143.6796245845043,324.93014107538534,453.89871191509854,3,2,Yes,No
Own,Mobile,Returning,1978,0.43041328028016657,Condo,Brick,226820.4190795578,1797.4116832534748,link click,60.1694390772907,50.61677353126117,152.04790585497295,1,2,Yes,Yes
Own,Desktop,New,1965,0.7660129712893115,Single Family,Frame,348812.0139634262,2159.4103689169683,link click,145.35626539489908,88.39119905620359,332.1822349267551,2,3,Yes,Yes
Own,Desktop,New,1945,0.46794100421514595,Apartment,Frame,400614.32948000776,3401.4157590441564,link click,421.03897420241884,153.14645118483847,674.9557743344286,1,4,Yes,No
Rent,Mobile,New,2016,0.7419582989979853,Condo,Brick,376016.7736577713,2276.308772300261,link click,302.6667250221132,74.13387506986392,868.4995758757785,2,5,No,Yes
Own,Mobile,New,1974,0.39266805103796953,Single Family,Masonry,228904.16394932306,1696.7002538501997,link click,15.866940116843944,22.455828814071133,483.0383343047537,2,1,Yes,No
Rent,Mobile,Returning,1947,0.7804439752750312,Condo,Frame,330395.7321005745,1533.8288893706701,link click,187.70210461630194,135.80039697539206,50.475549229034705,1,0,No,No
Rent,Mobile,Returning,2011,0.555367502704092,Single Family,Mixed,194635.9741284544,1538.830518211054,link click,130.37432634181076,48.92043165890592,36.487003972252154,0,3,No,No
Own,Desktop,Returning,1992,0.4141971924966222,Single Family,Frame,396865.59501467383,2832.290047704199,link click,44.466089716592364,42.86071035425444,194.81729247620058,1,5,Yes,Yes
Rent,Mobile,New,2015,0.6226678938138118,Townhome,Frame,221600.78104675698,1500.3988127702573,link click,56.31954016240184,45.8257015267184,124.57772255997473,2,6,No,No
Own,Mobile,New,1949,0.5938924093879413,Single Family,Mixed,317436.8016251322,2017.798665361315,link click,287.4734802878293,83.15786823023835,108.14661147102963,1,4,No,No
Rent,Desktop,Returning,2008,0.6341573348246238,Townhome,Masonry,349175.1679290658,2421.4529066148016,link click,504.36040292757923,50.608558559793295,383.7689629061407,1,1,No,Yes
Own,Desktop,New,1974,0.6418769121642399,Townhome,Brick,98575.03003954222,720.2224485659012,link click,52.247001593615536,66.1307450885404,99.45652300957005,0,4,No,No
Own,Desktop,New,2017,0.17228178779786124,Single Family,Brick,253339.43838126957,1507.4717161888345,link click,247.15759641999347,238.39231482409733,432.77332672144973,0,3,No,No
Own,Mobile,New,1974,0.373801228004338,Condo,Frame,277810.73955334176,2022.1520889207304,link click,53.32322304331361,148.92323671701365,71.58881458227347,1,1,Yes,No
Rent,Mobile,New,1957,0.17554466656651835,Apartment,Brick,386116.26460811595,2693.7888688273124,link click,58.50802942408766,159.03247191750526,294.88354542904034,0,2,No,Yes
Rent,Mobile,New,1974,0.6500104516019507,Apartment,Frame,366582.9453502891,2613.370314387211,link click,46.37364082571027,267.2733968070103,1172.0456444547067,0,0,No,No
Own,Mobile,Returning,1980,0.4458616966162651,Apartment,Frame,332297.06772958284,2379.8643811527722,link click,125.11102593234475,331.6014392236612,85.63954282254409,3,5,No,Yes
Own,Mobile,New,2014,0.6848719462666704,Apartment,Frame,242476.89761503474,1825.5733844080012,link click,171.1274260425407,73.14465416448854,143.86965163729639,3,6,Yes,No
Own,Mobile,Returning,1976,0.391047012816862,Apartment,Frame,456982.0922988689,2544.0615083547477,link click,74.31105025743635,333.72035728783226,469.3765033018511,2,4,No,No
Rent,Mobile,Returning,1961,0.1378018938456848,Condo,Frame,263077.3153653819,2041.2175106925354,link click,57.12498953420688,18.048828130207728,89.10244442459478,1,4,Yes,Yes
Own,Mobile,Returning,2008,0.34426622450175826,Single Family,Frame,464951.60460541106,2928.9200218749997,link click,171.8985889193106,207.76735888165646,1258.3516277767437,3,7,No,No
Own,Mobile,Returning,2007,0.40926112793115926,Condo,Mixed,284731.63271258265,1433.0449377788866,link click,182.4929188007194,93.14209303170156,299.9177841967413,2,4,No,No
Own,Mobile,New,2012,0.5487627590151585,Single Family,Mixed,370289.8585424463,2202.5639725525134,link click,153.92316104677516,10.4193436981125,376.5038098827962,2,5,Yes,Yes
Own,Desktop,Returning,1958,0.15561900791267225,Single Family,Frame,351186.36304130894,2315.5678061179915,link click,135.47522733079285,123.72969908736965,647.4512314024752,0,3,Yes,No
Own,Mobile,New,1952,0.569665292790435,Apartment,Frame,414037.3238174739,3008.4685042465294,link click,672.6665049710924,647.6046356500367,163.6289019942432,2,6,No,Yes
Own,Mobile,Returning,1973,0.4449660694011339,Apartment,Frame,314651.7104789951,2330.0696205356853,link click,28.997557526267876,70.28493751859814,99.80022408764982,2,3,Yes,No
Own,Mobile,Returning,1967,0.3205804307293682,Single Family,Frame,256564.04518267687,1686.0468528014294,link click,177.9048043832586,6.783034107118069,204.8660863256147,0,1,Yes,Yes
Own,Mobile,Returning,2002,0.6983530378661897,Single Family,Masonry,289775.12956852536,2417.5375316902273,link click,29.552460589302452,103.00473908001194,198.8187724166375,0,3,No,Yes
Own,Mobile,Returning,1989,0.46307534586846366,Single Family,Frame,286002.27490941895,2279.8771297023613,link click,166.6166751790467,125.06279716080512,84.00810129389369,1,7,No,No
Own,Mobile,New,2001,0.1587585807647366,Apartment,Mixed,301362.1608289454,1974.5264283906895,link click,13.80494717734074,31.396120084011173,221.27433794289024,0,5,No,Yes
Rent,Mobile,New,1975,0.6677198236815098,Single Family,Frame,483902.0597643718,3631.9337227875167,link click,87.58413312050138,195.72879041957998,44.30862504555609,4,6,Yes,No
Rent,Desktop,New,1952,0.48215611619464577,Single Family,Masonry,248149.59212658956,1665.6843293453326,link click,216.8190644057079,211.64523409991565,176.65682901858656,0,3,No,No
Own,Desktop,Returning,1970,0.4232506533260031,Single Family,Brick,360206.7925551923,2225.650485497534,link click,59.028082329905395,336.8537562577508,1253.5522045391585,2,3,Yes,Yes
Own,Mobile,Returning,1974,0.7290697873724976,Single Family,Frame,414009.35091886437,2607.17900628195,link click,124.49564281684712,38.090287575653726,807.9999691060535,2,7,Yes,Yes
Own,Mobile,New,1993,0.5575967538531752,Townhome,Mixed,420397.25306595024,2150.782013494184,link click,278.58507552626935,165.02036084340202,60.35752473074163,2,2,Yes,No
Own,Mobile,Returning,2017,0.17923466513745073,Condo,Frame,184249.2954460483,651.2964183775273,link click,206.69714922864182,132.313392711346,633.7557746496436,2,3,No,Yes
Own,Mobile,New,2010,0.7909600177826113,Condo,Brick,281118.2582800439,2372.0107667220223,link click,44.47877049073662,231.88882731284374,443.11332803523123,2,4,No,No
Own,Mobile,New,2021,0.6750099038102862,Single Family,Brick,388265.07595042425,2480.4417254348527,link click,131.50684810974178,56.76662045168367,257.0694351053896,1,4,No,Yes
Own,Mobile,New,1959,0.4589435471282836,Single Family,Frame,300903.3125741178,2394.2709761021515,link click,120.4847213887372,137.82724970337284,101.3815882474911,1,1,Yes,No
Rent,Desktop,Returning,2003,0.4560799260833383,Condo,Frame,296521.3960459348,2457.768688370156,link click,335.2905009116714,344.17551011924064,556.1332635426603,2,1,Yes,No
Own,Mobile,Returning,1971,0.5708706326786579,Townhome,Frame,296818.65801341645,1265.1749198996126,link click,301.46972726700517,81.33658956300488,112.59359089794364,0,3,Yes,Yes
Own,Mobile,New,1979,0.7479347896154735,Single Family,Mixed,359287.97953824396,3088.9714388390557,link click,102.84923792183496,40.98663183461723,62.18683465768068,5,5,Yes,No
Own,Mobile,Returning,1994,0.8273109806544467,Single Family,Masonry,352969.42373474356,2248.337623661146,link click,1906.1898677335948,321.6808692612726,294.314170459004,2,3,Yes,Yes
Rent,Mobile,New,1979,0.57635182886311,Condo,Brick,437890.45553568815,3142.9040518105257,link click,56.468205359948975,416.7563734663657,243.81152366612537,0,1,No,No
Rent,Desktop,New,1979,0.506238092434228,Apartment,Frame,252256.34283286895,1908.3802501614077,link click,22.265444275617643,24.918068831584982,55.633959173990434,0,1,No,No
Rent,Mobile,New,1977,0.6855915980516544,Townhome,Masonry,168232.8175168315,1254.2873068853155,link click,70.28714150379287,62.198936496227645,279.56976557842904,0,1,No,No
Rent,Mobile,Returning,2004,0.515097322419677,Townhome,Masonry,396063.08182955015,3311.009723088513,link click,43.61600636409415,96.77096512572017,403.5591983977726,1,3,No,Yes
Own,Desktop,New,2001,0.6222911501908049,Condo,Frame,333054.7058553942,2246.4897870304926,link click,125.57481972008146,182.77536349308747,227.39896077545262,3,4,No,No
Rent,Mobile,New,1964,0.4551043267033626,Townhome,Masonry,311672.3995368624,2571.713780361343,link click,65.55044099325573,341.0878408963588,268.0772672271245,0,4,No,No
Own,Desktop,New,2011,0.843632222644831,Single Family,Frame,317300.4080275908,2407.958647958326,link click,43.160285762395254,53.88937793806504,554.1367773179031,2,5,No,Yes
Rent,Desktop,New,1964,0.4352260189281589,Single Family,Frame,396020.32350910123,1735.7303480551477,link click,313.98769979719435,157.24766891480095,183.26902841477622,0,5,No,No
Own,Mobile,Returning,1957,0.7093738403743342,Apartment,Mixed,307215.5182245058,1903.949057919807,link click,97.23840525760522,22.62902600904229,1115.3207301942132,2,2,Yes,Yes
Rent,Mobile,Returning,1963,0.3707275297128913,Apartment,Frame,341376.0325874878,2230.3110818707355,link click,273.6357139944508,321.0896944948912,769.4214014011123,4,2,Yes,No
Rent,Mobile,Returning,1975,1.2173689666125893,Apartment,Mixed,352492.19913178193,2290.2415190051756,link click,130.80079104660098,89.9405975860881,381.9300570911261,2,1,No,Yes
Rent,Mobile,Returning,1979,0.5108659730383581,Apartment,Brick,310018.9657633078,2189.836033145404,link click,90.26241338974657,162.8456350433334,237.46368824798253,1,3,No,Yes
Own,Mobile,New,1949,0.7232281228976277,Single Family,Frame,206577.19191292085,1921.325690386211,link click,35.26263903440753,40.00830082159113,40.07557148439438,0,2,No,No
Rent,Mobile,New,2008,0.3906915856598556,Apartment,Frame,377733.61683857907,2143.655396384473,link click,42.43735764024156,196.34391616850945,340.2628982371875,2,3,No,No
Rent,Desktop,Returning,1983,0.37888172531660147,Apartment,Frame,284518.4858674302,2261.100787271482,link click,41.596585273407484,167.43941206687228,313.76998637269236,2,0,No,No
